dataSplit,label,Single_cells...Intensity.Spot.Fluorescein..FITC..Mean_mean,Single_cells...Intensity.Spot.DAPI.Mean_mean,Single_cells...FITC_dead.Profile.2.2_mean,Single_cells...Bacteria_CSA.Profile.2.2_mean,Single_cells...FITC_dead.Radial.Relative.Deviation_mean,Single_cells...Intensity.Spot.DAPI.StdDev_mean,Single_cells...FITC_dead.Profile.1.2_mean,Single_cells...Bacteria_CSA.Profile.1.2_mean,Single_cells...FITC_dead.Symmetry.15_mean,Single_cells...FITC_dead.Threshold.Compactness.50._mean,Single_cells...FITC_dead.Radial.Mean_mean,Single_cells...Bacteria_CSA.Symmetry.05_mean,Single_cells...FITC_dead.Threshold.Compactness.60._mean,Single_cells...FITC_dead.Symmetry.02_mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.60._mean,Single_cells...FITC_dead.Symmetry.14_mean,Single_cells...Bacteria.DAPI.Symmetry.02_mean,Single_cells...FITC_dead.Symmetry.04_mean,Single_cells...FITC_dead.Symmetry.05_mean,Single_cells...Bacteria_CSA.Symmetry.03_mean,Single_cells...FITC_dead.Threshold.Compactness.40._mean,Single_cells...FITC_dead.Symmetry.12_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.50._mean,Single_cells...Bacteria_CSA.Symmetry.15_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.60._mean,Single_cells...Bacteria.DAPI.Symmetry.04_mean,Single_cells...Bacteria_CSA.Symmetry.13_mean,Single_cells...Spot.Roundness_mean,Single_cells...Bacteria_CSA.Symmetry.14_mean,Single_cells...Intensity.Spot.Fluorescein..FITC..StdDev_mean,Single_cells...bacteria.Ratio.Width.to.Length_mean,Single_cells...bacteria.Area..µm.._mean,Single_cells...Bacteria.DAPI.Symmetry.05_mean,Single_cells...Bacteria.DAPI.Symmetry.15_mean,Single_cells...bacteria.Width..µm._mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.30._mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.50._mean,Single_cells...Bacteria.DAPI.Profile.2.2_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.30._mean,Single_cells...Bacteria_CSA.Axial.Length.Ratio_mean,Single_cells...FITC_dead.Axial.Small.Length_mean,Single_cells...FITC_dead.Axial.Length.Ratio_mean,Single_cells...bacteria.Roundness_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.40._mean,Single_cells...Bacteria_CSA.Symmetry.04_mean,Single_cells...Spot.Area..µm.._mean,Single_cells...Bacteria.DAPI.Symmetry.13_mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.40._mean,Single_cells...Bacteria.DAPI.Axial.Small.Length_mean,Single_cells...Bacteria.DAPI.Radial.Mean_mean,Single_cells...Bacteria.DAPI.Radial.Relative.Deviation_mean,Single_cells...Bacteria.DAPI.Profile.1.2_mean,Single_cells...Bacteria_CSA.Symmetry.02_mean,Single_cells...Bacteria_CSA.Symmetry.12_mean,Single_cells...Bacteria_CSA.Radial.Mean_mean,Single_cells...Bacteria_CSA.Radial.Relative.Deviation_mean,Single_cells...FITC_dead.Symmetry.03_mean,Single_cells...FITC_dead.Symmetry.13_mean,Single_cells...Bacteria.DAPI.Axial.Length.Ratio_mean,Single_cells...Bacteria.DAPI.Symmetry.14_mean,Single_cells...bacteria.Length..µm._mean,Single_cells...Bacteria.DAPI.Symmetry.03_mean,Single_cells...Bacteria.DAPI.Symmetry.12_mean,Single_cells...Bacteria_CSA.Axial.Small.Length_mean,Single_cells...FITC_dead.Threshold.Compactness.30._mean
training,Resistant,143.9308704,295.8632227,1.036356547,1.167600479,0.416793694,91.95267508,0.992721508,0.966111809,0.027767434,1.069854368,6.252746615,0.019718446,1.069089181,0.30231625,1.049734218,0.12240459,0.31177186,0.068054761,0.019440747,0.024168562,1.070463893,0.424612304,1.062659382,0.028241016,1.045728925,0.076316615,0.03605028,0.910824712,0.140736881,18.18419152,0.509853063,2.130238461,0.020039035,0.025212294,1.055827458,1.068210429,1.054827429,1.270528263,1.070528368,0.540540412,4.571286599,0.557610109,0.910824712,1.068466497,0.081802326,2.130238461,0.031272408,1.062252896,4.2494859,5.763017726,0.452585694,0.947359643,0.325392908,0.448394801,6.020488606,0.427377674,0.024560028,0.033745818,0.556430612,0.128591617,2.120948068,0.024822876,0.42957447,4.299615105,1.070965854
training,Susceptible,158.1373838,254.3810647,1.04230393,1.185281608,0.416902321,77.75592971,0.990872477,0.959177619,0.028211258,1.073249402,6.534164721,0.0190981,1.070445027,0.29862647,1.027515282,0.117460562,0.310426534,0.064847854,0.020171628,0.024337859,1.073187346,0.419825247,1.064944687,0.02711779,1.045290861,0.073895793,0.035331831,0.916326854,0.134468557,29.6938831,0.514680649,2.334030817,0.021168496,0.027871571,1.113041551,1.069310807,1.039581258,1.239468258,1.073183038,0.545371099,4.803978421,0.561817796,0.916326854,1.071035326,0.076059309,2.334030817,0.034708716,1.053033146,4.508919279,6.101094227,0.448126816,0.948470404,0.318233761,0.44179456,6.237898666,0.427776223,0.02477631,0.034655183,0.558432827,0.124841826,2.217240368,0.027532646,0.427681812,4.491462475,1.073663442
training,Susceptible,149.7876291,242.0365413,1.041632363,1.207222643,0.419098281,69.39779201,0.990445252,0.952340134,0.031921172,1.069426683,6.723171761,0.021307711,1.067375831,0.301230284,1.017356971,0.122366448,0.312145474,0.068023725,0.021616148,0.025835968,1.069392899,0.423578122,1.058785577,0.031322233,1.04252893,0.07704044,0.039403697,0.911621841,0.139257744,26.27757383,0.510357868,2.488105901,0.022883513,0.032109137,1.139566691,1.063281056,1.035927246,1.211192136,1.067335583,0.542175383,4.919274106,0.558248643,0.911621841,1.064186889,0.080259795,2.488105901,0.038243183,1.046939549,4.656276629,6.345434337,0.445821831,0.95277118,0.322324568,0.445830935,6.382178617,0.435314053,0.026960986,0.03868514,0.554399545,0.130246934,2.298177707,0.029186569,0.431391597,4.58537071,1.06882659
training,Susceptible,143.0175708,229.6476268,1.032677172,1.204854456,0.418131858,63.10855809,0.992614769,0.953766728,0.032597598,1.070444455,6.65649643,0.022028309,1.068418929,0.300809473,1.005785584,0.123455513,0.313129308,0.068624804,0.021482501,0.028199263,1.071059632,0.423893203,1.057469503,0.033034907,1.045073687,0.077674428,0.04189263,0.912773088,0.139588069,23.96300167,0.508863429,2.414534257,0.023782133,0.032953637,1.127901295,1.064610092,1.032172945,1.212912555,1.068818314,0.541915899,4.877052975,0.557189417,0.912773088,1.064545945,0.080091726,2.414534257,0.038916856,1.048943525,4.605622414,6.269398262,0.446201418,0.952772183,0.321458181,0.445349417,6.305949752,0.43503684,0.027750711,0.03895861,0.553150632,0.131774143,2.270485635,0.029747044,0.432582969,4.542711479,1.071011738
training,Susceptible,148.4073467,235.3071071,1.03629731,1.186767782,0.418216737,67.73102255,0.992090663,0.959312825,0.030007699,1.069533534,6.549069685,0.020627728,1.068545717,0.304446759,1.01667492,0.122207666,0.317470509,0.067778608,0.020758986,0.02548713,1.068933614,0.427667311,1.062226568,0.0307673,1.042332994,0.077690304,0.038239608,0.911773415,0.138482429,23.64959513,0.507042791,2.31560152,0.022428954,0.029783031,1.107759142,1.065122039,1.033580619,1.232750845,1.068238316,0.538835533,4.791131768,0.554663714,0.911773415,1.064987488,0.078729608,2.31560152,0.034794837,1.049315224,4.498445521,6.12389222,0.448955911,0.949382577,0.323811093,0.449011896,6.236504867,0.430577909,0.025034023,0.035186887,0.55059838,0.131051548,2.227434908,0.026723365,0.436744,4.475175676,1.069981965
training,Resistant,164.7296254,242.8511866,1.041309801,1.170330757,0.426832454,72.0131823,0.990774942,0.961050572,0.026487637,1.053058154,7.029175485,0.019026769,1.050495111,0.3397751,1.017821629,0.158635544,0.341404015,0.091450986,0.018601266,0.020020987,1.053953065,0.470366534,1.039920581,0.028043005,1.018138391,0.09694049,0.031488024,0.900368209,0.184436205,25.45284744,0.47953253,2.559141964,0.018859611,0.024557385,1.111078103,1.051510072,1.026350281,1.237508551,1.054971193,0.499409847,4.782927051,0.519550845,0.900368209,1.05015771,0.110075021,2.559141964,0.02737297,1.039841708,4.495315445,6.509163184,0.4611861,0.946649101,0.365772426,0.497905766,6.80204092,0.434610484,0.021263825,0.02960463,0.522463268,0.161115632,2.425820831,0.022110296,0.468509712,4.466955687,1.054312168
training,Resistant,150.5106114,225.6823981,1.03407027,1.198707712,0.426225131,62.55923719,0.991970933,0.952108439,0.027741211,1.053210125,7.243170158,0.018626308,1.051677346,0.338065073,1.004427888,0.158970112,0.339181404,0.091012785,0.018595412,0.021693137,1.053777899,0.469136215,1.040944773,0.029126671,1.026198671,0.095949153,0.035176299,0.90160831,0.184938401,21.07550969,0.480384602,2.701008539,0.019235123,0.025983562,1.146286943,1.051734481,1.024780587,1.211997335,1.054931972,0.501139267,4.920115677,0.519850093,0.90160831,1.050157914,0.111245428,2.701008539,0.031023287,1.040337288,4.649470436,6.750405352,0.457903963,0.949723375,0.364194787,0.495366308,6.92307165,0.440892882,0.023708077,0.033278619,0.52271846,0.160699317,2.501416152,0.024795885,0.46710476,4.560541765,1.054478676
training,Resistant,179.7865499,248.2558883,1.064814763,1.182739772,0.42936923,78.7820576,0.983834939,0.956459459,0.023725007,1.05030508,7.006595685,0.01745244,1.048620646,0.336400127,1.014516804,0.153910098,0.340990772,0.088509454,0.016452053,0.019963121,1.052309305,0.466674761,1.042106954,0.025754076,1.023410437,0.095042951,0.030829163,0.902223772,0.17796511,39.92093545,0.484288124,2.620832284,0.018052017,0.022106524,1.135327726,1.053626717,1.028264961,1.25328379,1.056056406,0.502520535,4.826177699,0.522251225,0.902223772,1.050318237,0.105249506,2.620832284,0.026217324,1.041828816,4.547879374,6.536769831,0.461148393,0.941009902,0.361001516,0.493400002,6.813509526,0.434504311,0.020509773,0.028747317,0.523565299,0.157898057,2.44134868,0.021482262,0.467506501,4.527111641,1.054780658
training,Resistant,191.3192867,227.6831841,1.059715634,1.203381756,0.428934926,64.16042265,0.984782621,0.949802949,0.02587695,1.053348188,7.124363292,0.01855072,1.04940406,0.333706067,1.006283556,0.153521683,0.336419423,0.087674111,0.017803275,0.020716761,1.054720561,0.464138966,1.041691241,0.027622886,1.030115812,0.093243794,0.032919476,0.904196727,0.178931261,49.32017899,0.484651582,2.712987575,0.018535157,0.025055488,1.15597989,1.053556641,1.027141308,1.216591699,1.056344288,0.504339512,4.918296549,0.523864625,0.904196727,1.050452549,0.106749932,2.712987575,0.029221637,1.041904096,4.684061257,6.724590106,0.45652743,0.948018634,0.359700671,0.49120248,6.878912496,0.440134642,0.021651764,0.030688634,0.525375646,0.156872737,2.484099292,0.022936979,0.463930596,4.590879398,1.056852958
training,Susceptible,136.1007538,255.4089854,1.023106945,1.191288441,0.430739875,69.61271203,0.994354768,0.957675203,0.036445089,1.041440432,6.951784173,0.023088432,1.023936007,0.347447462,0.99517636,0.177606087,0.357391494,0.101999118,0.024007378,0.026078529,1.043604261,0.484730676,1.040042371,0.035746936,1.030222482,0.111135722,0.040277798,0.887595466,0.192147683,10.44643092,0.463792787,2.498988413,0.025053802,0.035818345,1.09385592,1.037748454,1.014336938,1.19724159,1.043207103,0.495632542,4.723361985,0.505224375,0.887595466,1.041311905,0.11276928,2.498988413,0.039131183,1.028430805,4.440022705,6.512264177,0.459572316,0.954998238,0.360201803,0.497796001,6.571748983,0.450835286,0.028482409,0.039461115,0.501969496,0.186350508,2.414377472,0.030165628,0.491536236,4.413617908,1.043326648
training,Susceptible,138.990963,249.5389517,1.022092713,1.181739603,0.434263502,66.34996077,0.994998424,0.961898828,0.036937234,1.036511245,6.869118332,0.023397392,1.025663481,0.361784912,0.987629745,0.188678078,0.373644055,0.10837594,0.024397639,0.025457829,1.038464445,0.502302589,1.033663893,0.036651245,1.022642499,0.119843594,0.039106812,0.882250625,0.204675253,10.17427972,0.450414982,2.390615531,0.024709324,0.035978111,1.052588067,1.03602747,1.007348883,1.203488933,1.038910616,0.480177252,4.562959955,0.490937981,0.882250625,1.035504485,0.120107262,2.390615531,0.037361948,1.026437055,4.283861671,6.429819774,0.46295502,0.957200489,0.375287114,0.516785138,6.511679914,0.452772282,0.02722603,0.0381819,0.487281274,0.198432908,2.389827172,0.028521604,0.510154807,4.265502589,1.039066167
training,Susceptible,144.0080674,276.1404804,1.023768211,1.164450411,0.442613349,76.44203984,0.995198698,0.969377309,0.036300081,1.01957295,6.776711581,0.025348296,1.006684532,0.391018882,0.976784143,0.219081065,0.406928873,0.128555152,0.024410126,0.026279069,1.02255248,0.53722644,1.009222091,0.038627773,0.994542799,0.143526015,0.038251987,0.864246287,0.23621523,12.00047993,0.425515318,2.233208081,0.025230926,0.034882185,0.987205184,1.020591191,0.996625448,1.221985844,1.022243727,0.451799631,4.29270825,0.462463118,0.864246287,1.01834475,0.141452643,2.233208081,0.034565198,1.011425038,4.004423981,6.327422515,0.470283821,0.959580634,0.404527259,0.551676089,6.478165265,0.45868985,0.025296984,0.035755355,0.457348721,0.232543938,2.376331911,0.026491454,0.547944327,4.037234398,1.022452955
training,Susceptible,139.876793,271.6549883,1.022464272,1.169031176,0.438853757,70.85281837,0.995256615,0.966466063,0.038780136,1.025255211,6.8117073,0.02606805,1.013834366,0.377998038,0.980234024,0.207472978,0.390951566,0.121727765,0.025550703,0.02704267,1.025877803,0.520785562,1.020033054,0.039690171,1.005575047,0.133344061,0.040618393,0.868232755,0.224262667,12.25044898,0.436550004,2.293268098,0.025448306,0.036780907,1.019245022,1.023868835,1.002463563,1.202199853,1.025645226,0.465631299,4.418956566,0.476133252,0.868232755,1.02218999,0.134452036,2.293268098,0.037881823,1.015535478,4.148872603,6.393252516,0.465639922,0.961130571,0.392413404,0.535383575,6.501727883,0.455888589,0.027645567,0.039387984,0.471759993,0.218086459,2.3865633,0.02847834,0.529652638,4.155094198,1.026011337
validation,Susceptible,183.2004107,273.5615807,1.080854514,1.220174991,0.427645676,91.13002337,0.982190894,0.950579573,0.023296189,1.066769489,6.657535644,0.017579225,1.062432666,0.312873866,1.032879452,0.131092562,0.320750667,0.073556196,0.016822765,0.02096555,1.068217112,0.43820445,1.058216957,0.024888807,1.04678857,0.081926203,0.031260734,0.913254061,0.152845059,53.07680767,0.502752465,2.467262838,0.019554406,0.02376782,1.124301171,1.066914312,1.045700643,1.274113424,1.068704478,0.52501513,4.783680299,0.545611712,0.913254061,1.06190704,0.088459386,2.467262838,0.028828618,1.056030923,4.498333292,6.204389309,0.45793759,0.939341716,0.337722551,0.466122618,6.386035737,0.435575415,0.021441808,0.029664424,0.544596392,0.13743469,2.307887837,0.023653263,0.442676163,4.460176106,1.069922611
validation,Susceptible,169.2779596,254.7031253,1.069406782,1.239047125,0.42510523,80.78818517,0.984083,0.944490771,0.024613504,1.070757115,6.711415361,0.01806914,1.068202789,0.304592008,1.031918951,0.127188855,0.313200621,0.070592702,0.017370688,0.021566812,1.072998729,0.428973926,1.061282391,0.02593257,1.050599493,0.078347177,0.033396353,0.916271863,0.149498438,39.86891079,0.508906267,2.524956028,0.02007472,0.025289759,1.149132696,1.068896528,1.047370776,1.251900444,1.071104824,0.532252113,4.885350848,0.552691474,0.916271863,1.066993629,0.086894006,2.524956028,0.030847445,1.058501491,4.610735402,6.282941971,0.453736804,0.942254242,0.331255919,0.457398099,6.37848332,0.4390727,0.022061594,0.031071483,0.550671934,0.133420645,2.318630143,0.024562681,0.434538162,4.527936074,1.072080982
validation,Susceptible,146.7332279,237.8159584,1.047613839,1.219008552,0.424347504,73.08129338,0.988899122,0.94918624,0.027856225,1.060335082,7.136579987,0.018464103,1.055357858,0.316435076,1.017264259,0.139765011,0.326035958,0.07988877,0.019060544,0.023016529,1.06058917,0.442828718,1.051800925,0.027352733,1.042849304,0.089432783,0.033862448,0.906631862,0.160869391,21.10314816,0.497679513,2.672822024,0.020029725,0.026418555,1.143896471,1.058696249,1.033600084,1.242317064,1.061129712,0.523169691,4.926090389,0.541327189,0.906631862,1.056780755,0.094155248,2.672822024,0.031559523,1.046628076,4.633142024,6.685745979,0.454995899,0.944551484,0.338647729,0.467297755,6.763173029,0.438720954,0.024299625,0.033267152,0.539505926,0.14741067,2.474196917,0.024622415,0.448371814,4.554372306,1.061892666
validation,Susceptible,142.4527329,226.8071484,1.045606476,1.241649718,0.421579484,66.11335818,0.989411059,0.942772859,0.026397272,1.066650932,6.956317878,0.018339158,1.064195524,0.309906027,1.02184542,0.135313571,0.317652895,0.07650916,0.017636263,0.022222438,1.067228136,0.435676252,1.058756091,0.027075972,1.052564138,0.084185448,0.033924088,0.91261945,0.156490089,20.28579107,0.504671382,2.597644273,0.01995375,0.026296746,1.160080948,1.062750792,1.035670421,1.226434223,1.066881688,0.528969496,4.957032122,0.547011454,0.91261945,1.062092697,0.091769202,2.597644273,0.032301032,1.05075378,4.679584718,6.524319585,0.450959039,0.946552188,0.333806138,0.460696588,6.53636408,0.441581546,0.023440699,0.03279582,0.546183777,0.141426299,2.39078411,0.025471771,0.439657326,4.556714125,1.06785981
training,Susceptible,238.1791308,326.6104377,1.043195278,1.183823342,0.421036165,113.8011252,0.988500655,0.95796827,0.028349852,1.060804776,6.869811015,0.019732282,1.045475248,0.309567652,1.025706628,0.136769722,0.323826896,0.077659088,0.019833897,0.024177057,1.064678883,0.434430576,1.057398101,0.028686702,1.049556477,0.088936507,0.03580524,0.908294383,0.148220534,84.05504955,0.504138354,2.570487347,0.020867768,0.027713441,1.132870859,1.059748422,1.034798433,1.274870515,1.064247543,0.537222639,4.834689071,0.548158539,0.908294383,1.061412328,0.085152802,2.570487347,0.033507634,1.047724556,4.482600012,6.364665648,0.456952407,0.938403443,0.321936674,0.448757752,6.582168191,0.436817779,0.024750532,0.034332413,0.543262879,0.14711556,2.378854377,0.025194978,0.444602842,4.566445599,1.064726946
training,Susceptible,233.9862748,338.066764,1.04335161,1.173867542,0.419802702,124.9237145,0.989064398,0.961641852,0.027165583,1.060292419,6.596301379,0.018797271,1.040120767,0.308094588,1.031924498,0.131995613,0.324286381,0.07439898,0.018949934,0.023271868,1.067392767,0.433327589,1.061135169,0.027252948,1.049975266,0.087448846,0.034319716,0.912225837,0.14290268,80.86302846,0.504507846,2.367896627,0.020647339,0.025739094,1.107989416,1.06378676,1.041351366,1.305586031,1.069038589,0.53742857,4.74533306,0.549248605,0.912225837,1.065983964,0.080168535,2.367896627,0.030711727,1.053799097,4.354875506,6.031355485,0.459920918,0.933895975,0.319258943,0.447750278,6.315996196,0.43348007,0.023338329,0.032566536,0.543599718,0.144348263,2.262382716,0.023709231,0.444915454,4.481566703,1.068666491
training,Susceptible,247.2431622,311.608988,1.048713468,1.193516273,0.41683936,110.1077123,0.986943661,0.955657752,0.024771545,1.074410745,6.536778423,0.01759048,1.06450097,0.294828196,1.036597676,0.122089065,0.309289617,0.067786204,0.01736472,0.021234393,1.077381033,0.416945565,1.070923272,0.024442233,1.065586074,0.078852863,0.031506286,0.920524036,0.131704355,83.05611931,0.51852071,2.376236261,0.019873781,0.024479373,1.134888447,1.070982125,1.050555706,1.282906077,1.0768478,0.552361718,4.819027643,0.562600905,0.920524036,1.074624156,0.073306291,2.376236261,0.029909432,1.059954644,4.460476051,6.020500901,0.454821908,0.935754107,0.304560382,0.429564788,6.221758559,0.433484312,0.022329764,0.031078874,0.557459099,0.132449521,2.235487312,0.024008632,0.427532595,4.540701907,1.077069411
training,Susceptible,239.6241621,325.060585,1.048792704,1.183318283,0.418042727,118.8383099,0.988003419,0.958760423,0.025390501,1.071353721,6.533433188,0.018113596,1.056437765,0.298288596,1.036434369,0.123433218,0.315020126,0.068799504,0.018002937,0.021390328,1.074898822,0.421060071,1.066107984,0.02539093,1.058770372,0.080766117,0.032178603,0.917872661,0.13334189,74.86491204,0.513500767,2.364897787,0.020523515,0.024595351,1.122566264,1.069025157,1.04725693,1.300937552,1.074413315,0.548160507,4.790680158,0.559357822,0.917872661,1.072037267,0.073817719,2.364897787,0.028845934,1.060376726,4.406886179,5.984698669,0.457292211,0.933615281,0.307752099,0.434341518,6.232978999,0.432654704,0.021408174,0.030285247,0.553307468,0.135065438,2.236240777,0.023253585,0.433272705,4.516457378,1.075663596
validation,Susceptible,174.8604472,256.8856852,1.038668807,1.199315092,0.422173335,80.81715256,0.991211396,0.955227038,0.03039265,1.066841573,6.689451113,0.01989194,1.066414582,0.312834988,1.023249536,0.134202449,0.323612864,0.075083497,0.020236744,0.023297782,1.067758114,0.439162683,1.057871637,0.030335863,1.049245512,0.085353304,0.03595895,0.910685275,0.154424959,40.62979768,0.500412477,2.406636267,0.022498792,0.030240321,1.118484484,1.063182711,1.039300018,1.247884203,1.066658607,0.526530206,4.800940816,0.544427362,0.910685275,1.063258211,0.089205168,2.406636267,0.034945364,1.05095175,4.493577486,6.218605768,0.45510142,0.945648859,0.335343875,0.463598544,6.37117285,0.43535445,0.024645533,0.035103286,0.542222525,0.142431811,2.296290125,0.026515888,0.445557393,4.463372975,1.067603991
validation,Susceptible,178.6166183,247.9714907,1.036432207,1.218109198,0.420118303,73.78003285,0.991299457,0.949697652,0.030267185,1.067869443,6.754616584,0.019561589,1.066908211,0.30585819,1.020648597,0.131017164,0.315627956,0.073414902,0.02032158,0.024614885,1.067618164,0.431012925,1.05935377,0.030007833,1.050570609,0.081975448,0.037254988,0.911199515,0.149902642,40.81262286,0.505036728,2.468840031,0.022415816,0.031015374,1.136409759,1.063164536,1.036410734,1.228224436,1.066443847,0.534404608,4.883448909,0.550935524,0.911199515,1.063280553,0.087215526,2.468840031,0.036882769,1.049058297,4.593055772,6.315342984,0.451246733,0.948528273,0.327789393,0.454030342,6.381648426,0.43893462,0.026155906,0.036632626,0.548398424,0.138522295,2.315430412,0.028030754,0.437323162,4.526118251,1.068133697
validation,Susceptible,148.7474463,267.3460366,1.042123046,1.201604718,0.42248592,87.02866808,0.990516881,0.955544609,0.027500994,1.065089879,6.687345099,0.01793296,1.063505428,0.317629341,1.023119799,0.134903889,0.328091889,0.075293137,0.018498974,0.021607092,1.06581796,0.445109163,1.05525439,0.02708014,1.041202739,0.085226825,0.032998246,0.909848099,0.158413353,19.73506648,0.495722064,2.394232586,0.020731692,0.026802009,1.105193543,1.063173754,1.037768702,1.264198797,1.065704532,0.519759804,4.763203174,0.539760955,0.909848099,1.060693988,0.091722718,2.394232586,0.031632347,1.051469331,4.434337311,6.175775513,0.457358939,0.942668175,0.342189612,0.472148967,6.369437279,0.434442204,0.023257134,0.03286871,0.537760561,0.14306117,2.291269825,0.025120684,0.451248679,4.410069523,1.066487845
validation,Susceptible,145.1577855,248.4464434,1.040567922,1.225530323,0.421435073,74.6433618,0.990502618,0.949196208,0.027834868,1.064863296,6.72430579,0.018762468,1.064378116,0.314200705,1.02353581,0.13490902,0.321615904,0.075505714,0.018825652,0.021727555,1.066699976,0.440701794,1.055929601,0.027909432,1.04516902,0.083239953,0.034073074,0.911718088,0.156616715,21.12630656,0.499630737,2.426053169,0.020710696,0.028064964,1.121310856,1.064312794,1.039093427,1.23324375,1.067239664,0.525088916,4.817732208,0.543273555,0.911718088,1.0634196,0.092014747,2.426053169,0.03368447,1.052791795,4.528023106,6.268660144,0.453015685,0.948052284,0.338541829,0.466114552,6.350597926,0.439846577,0.023657082,0.033481596,0.54226684,0.140964745,2.303714668,0.026516103,0.444788193,4.446692639,1.067472981
training,Susceptible,204.7523472,272.0892381,1.040738885,1.202868821,0.424768607,85.08625155,0.98990899,0.951626478,0.036887488,1.062306028,6.84520869,0.023360814,1.059608558,0.295132464,1.012253107,0.128571369,0.310503593,0.072550866,0.02375868,0.029273964,1.064842889,0.416295171,1.052319982,0.036061219,1.041906968,0.082532215,0.043128969,0.904162367,0.14374797,79.26506482,0.509793827,2.622371508,0.025994146,0.037484141,1.17050206,1.051611476,1.022149333,1.224746861,1.058642653,0.546651659,5.018159821,0.562577466,0.904162367,1.054147058,0.084252537,2.622371508,0.043939121,1.038036187,4.749189028,6.524919722,0.450054202,0.947003458,0.31753122,0.43980344,6.596794583,0.436673948,0.029586872,0.043262395,0.557050744,0.138284401,2.388774524,0.031374249,0.428198863,4.712930119,1.064339877
training,Susceptible,203.5632069,276.2628018,1.048474349,1.180646784,0.426358755,92.30523042,0.98838774,0.958323282,0.034932406,1.063559834,6.706941777,0.023782142,1.06195029,0.295662936,1.021073755,0.127319015,0.30968945,0.071891186,0.023021005,0.029718141,1.066868719,0.416856129,1.050300598,0.035501863,1.033224975,0.082546794,0.042147192,0.904294308,0.144296041,73.22210373,0.508881255,2.536903635,0.025962331,0.03570856,1.150047827,1.053506747,1.032228237,1.248292433,1.059199554,0.544698148,4.941832186,0.562358761,0.904294308,1.056046398,0.083874888,2.536903635,0.040916331,1.039505144,4.661767907,6.366577791,0.454682074,0.942931402,0.31867991,0.44195892,6.540715916,0.430852058,0.027215695,0.039685731,0.557341737,0.137856607,2.346380299,0.029931964,0.427676975,4.671985306,1.066580435
training,Susceptible,152.2552248,247.5983967,1.033484278,1.202633669,0.416001391,79.55497134,0.992015631,0.953282951,0.030342497,1.070731939,6.731292474,0.019906413,1.070787348,0.290115464,1.027567046,0.118786426,0.296606669,0.066096771,0.020441364,0.025525207,1.071706683,0.409395414,1.06288757,0.02921843,1.039379396,0.071573794,0.037743004,0.91605388,0.134420941,27.73463121,0.51877705,2.475492893,0.022002711,0.029649135,1.153356277,1.067428696,1.046703859,1.239262707,1.071488247,0.551203219,4.970140064,0.569944223,0.91605388,1.067109222,0.077011945,2.475492893,0.037155375,1.062384142,4.661636545,6.255322346,0.450906214,0.944707794,0.311655321,0.433790225,6.374601278,0.430748737,0.025906624,0.037071435,0.569038053,0.122171175,2.294077305,0.028356146,0.412726722,4.606820575,1.071398341
training,Susceptible,146.6366079,232.3638561,1.033548012,1.219463528,0.417245265,69.95706056,0.991445445,0.947688643,0.029371803,1.07627016,6.794456013,0.020241151,1.073568991,0.289055641,1.022591225,0.120480517,0.297259536,0.067473283,0.01913582,0.026857161,1.070308405,0.407923813,1.066946779,0.029969833,1.047946222,0.073289632,0.039579026,0.915782919,0.136534995,33.53994962,0.51991757,2.545792995,0.022451547,0.031671164,1.171103374,1.065192382,1.038489149,1.213309912,1.070527201,0.552431111,5.031436708,0.570616045,0.915782919,1.070611698,0.078880704,2.545792995,0.039214724,1.051212345,4.758903758,6.40778695,0.44748425,0.94900055,0.310168461,0.432043391,6.427347346,0.43666406,0.026762753,0.038667969,0.567687581,0.125221079,2.333313551,0.030018731,0.414022572,4.663869404,1.073332614
validation,Susceptible,149.0551162,211.0175788,1.043266464,1.20244821,0.428326741,52.51665459,0.990222276,0.952644383,0.029235121,1.051027825,7.006374939,0.019694393,1.050102108,0.338507202,0.998602237,0.158572784,0.341112534,0.090132544,0.019863306,0.022190006,1.052539085,0.47083539,1.04115345,0.02966336,1.026809696,0.094200704,0.034649256,0.899258611,0.183396384,21.62670803,0.477537283,2.576629009,0.020356204,0.028532431,1.125075366,1.050875142,1.024460989,1.1831899,1.05325556,0.500664407,4.836792024,0.518493663,0.899258611,1.049504518,0.109324886,2.576629009,0.033480626,1.04390222,4.623498225,6.634128147,0.453483214,0.958358833,0.363591767,0.496144913,6.706049772,0.44257222,0.024110266,0.033787173,0.519038252,0.160960532,2.428827391,0.025742776,0.471429646,4.494007284,1.053330568
